KO,EC,Reaction,role,metabolite
K06879,1.7.1.13,R07605,product,C15996
K06879,1.7.1.13,R07605,product,C00005
K06879,1.7.1.13,R07605,product,C00080
K13875,4.2.1.25,R02522,substrate,C00545
K13875,4.2.1.25,R02522,product,C00684
K13875,4.2.1.25,R02522,product,C00001
K05966,2.4.2.52,R09675,substrate,C00002
K05966,2.4.2.52,R09675,substrate,C00882
K05966,2.4.2.52,R09675,product,C19771
K05966,2.4.2.52,R09675,product,C00147
K19802,5.1.1.20;5.1.1.25,R10938,substrate,C20957
K19802,5.1.1.20;5.1.1.25,R10938,product,C20958
K19802,5.1.1.20;5.1.1.25,R13097,substrate,C22611
K19802,5.1.1.20;5.1.1.25,R13097,product,C00624
K03332,3.2.1.80,R00879,substrate,C01355(n
K03332,3.2.1.80,R00879,substrate,)
K03332,3.2.1.80,R00879,substrate,C00001
K03332,3.2.1.80,R00879,product,C00095
K03332,3.2.1.80,R00879,product,C01355(n)
K08323,4.2.1.8,R05606,substrate,C00514
K08323,4.2.1.8,R05606,product,C00204
K08323,4.2.1.8,R05606,product,C00001
K15898,2.5.1.97,R09841,substrate,C19972
K15898,2.5.1.97,R09841,substrate,C00074
K15898,2.5.1.97,R09841,substrate,C00001
K15898,2.5.1.97,R09841,product,C20082
K15898,2.5.1.97,R09841,product,C00009
K24012,6.2.1.13,R00229,substrate,C00002
K24012,6.2.1.13,R00229,substrate,C00033
K24012,6.2.1.13,R00229,substrate,C00010
K24012,6.2.1.13,R00229,product,C00008
K24012,6.2.1.13,R00229,product,C00024
K24012,6.2.1.13,R00229,product,C00009
K24012,6.2.1.13,R00920,substrate,C00002
K24012,6.2.1.13,R00920,substrate,C00163
K24012,6.2.1.13,R00920,substrate,C00010
K24012,6.2.1.13,R00920,product,C00008
K24012,6.2.1.13,R00920,product,C00009
K24012,6.2.1.13,R00920,product,C00100
K23549,1.12.99.6,R08034,substrate,C16396
K23549,1.12.99.6,R08034,product,C16399
K02160,,R00742,substrate,C00002
K02160,,R00742,substrate,C00024
K02160,,R00742,substrate,C00288
K02160,,R00742,product,C00008
K02160,,R00742,product,C00009
K02160,,R00742,product,C00083
K08325,,R02528,substrate,C00546
K08325,,R02528,substrate,C00005
K08325,,R02528,substrate,C00080
K08325,,R02528,product,C05235
K08325,,R02528,product,C00006
K01489,3.5.4.5,R01878,substrate,C00475
K01489,3.5.4.5,R01878,substrate,C00001
K01489,3.5.4.5,R01878,product,C00299
K01489,3.5.4.5,R01878,product,C00014
K01489,3.5.4.5,R02485,substrate,C00881
K01489,3.5.4.5,R02485,substrate,C00001
K01489,3.5.4.5,R02485,product,C00526
K01489,3.5.4.5,R02485,product,C00014
K01489,3.5.4.5,R08221,substrate,C16635
K01489,3.5.4.5,R08221,substrate,C00001
K01489,3.5.4.5,R08221,product,C12739
K01489,3.5.4.5,R08221,product,C00014
K01069,3.1.2.6,R01736,substrate,C03451
K01069,3.1.2.6,R01736,substrate,C00001
K01069,3.1.2.6,R01736,product,C00051
K01069,3.1.2.6,R01736,product,C00256
K03269,3.6.1.54,R04549,substrate,C04652
K03269,3.6.1.54,R04549,substrate,C00001
K03269,3.6.1.54,R04549,product,C00105
K03269,3.6.1.54,R04549,product,C04824
K03280,2.4.1.56,R01996,substrate,C00043
K03280,2.4.1.56,R01996,substrate,C00338
K03280,2.4.1.56,R01996,product,C00015
K03280,2.4.1.56,R01996,product,C04539
K21231,1.3.7.13,R11519,substrate,C02880
K21231,1.3.7.13,R11519,substrate,C00139
K21231,1.3.7.13,R11519,product,C11831
K21231,1.3.7.13,R11519,product,C00138
K21231,1.3.7.13,R11519,product,C00080
K01584,4.1.1.19,R00566,substrate,C00062
K01584,4.1.1.19,R00566,product,C00179
K01584,4.1.1.19,R00566,product,C00011
K00064,1.1.1.122,R07675,substrate,C01825
K00064,1.1.1.122,R07675,substrate,C00003
K00064,1.1.1.122,R07675,product,C01115
K00064,1.1.1.122,R07675,product,C00004
K00064,1.1.1.122,R07675,product,C00080
K00064,1.1.1.122,R08926,substrate,C01019
K00064,1.1.1.122,R08926,substrate,C00003
K00064,1.1.1.122,R08926,product,C18028
K00064,1.1.1.122,R08926,product,C00004
K00064,1.1.1.122,R08926,product,C00080
K00041,1.1.1.58,R02555,substrate,C00817
K00041,1.1.1.58,R02555,substrate,C00003
K00041,1.1.1.58,R02555,product,C00558
K00041,1.1.1.58,R02555,product,C00004
K00041,1.1.1.58,R02555,product,C00080
K01814,5.3.1.16,R04640,substrate,C04896
K01814,5.3.1.16,R04640,product,C04916
K23372,6.3.2.54,R12308,substrate,C00002
K23372,6.3.2.54,R12308,substrate,C03401
K23372,6.3.2.54,R12308,substrate,C00158
K23372,6.3.2.54,R12308,product,C00020
K23372,6.3.2.54,R12308,product,C00013
K23372,6.3.2.54,R12308,product,C22072
K23265,3.5.1.2;6.3.5.3,R00256,substrate,C00064
K23265,3.5.1.2;6.3.5.3,R00256,substrate,C00001
K23265,3.5.1.2;6.3.5.3,R00256,product,C00025
K23265,3.5.1.2;6.3.5.3,R00256,product,C00014
K23265,3.5.1.2;6.3.5.3,R01579,substrate,C00819
K23265,3.5.1.2;6.3.5.3,R01579,substrate,C00001
K23265,3.5.1.2;6.3.5.3,R01579,product,C00217
K23265,3.5.1.2;6.3.5.3,R01579,product,C00014
K23265,3.5.1.2;6.3.5.3,R04463,substrate,C00002
K23265,3.5.1.2;6.3.5.3,R04463,substrate,C04376
K23265,3.5.1.2;6.3.5.3,R04463,substrate,C00064
K23265,3.5.1.2;6.3.5.3,R04463,substrate,C00001
K23265,3.5.1.2;6.3.5.3,R04463,product,C00008
K23265,3.5.1.2;6.3.5.3,R04463,product,C00009
K23265,3.5.1.2;6.3.5.3,R04463,product,C04640
K23265,3.5.1.2;6.3.5.3,R04463,product,C00025
K01070,3.1.2.12,R00527,substrate,C01031
K01070,3.1.2.12,R00527,substrate,C00001
K01070,3.1.2.12,R00527,product,C00058
K01070,3.1.2.12,R00527,product,C00051
K01060,3.1.1.41,R03062,substrate,C00916
K01060,3.1.1.41,R03062,substrate,C00001
K01060,3.1.1.41,R03062,product,C03112
K01060,3.1.1.41,R03062,product,C00033
K19355,3.2.1.78,R01332,substrate,C02492
K19355,3.2.1.78,R01332,substrate,(n-1) C00001
K19355,3.2.1.78,R01332,product,n C00159
K22708,2.4.1.355,R12014,substrate,n C00043
K22708,2.4.1.355,R12014,substrate,C21508
K22708,2.4.1.355,R12014,product,n C00015
K22708,2.4.1.355,R12014,product,C21849
K22708,2.4.1.355,R12316,substrate,G10558
K22708,2.4.1.355,R12316,substrate,G10610
K22708,2.4.1.355,R12316,product,G13127
K22708,2.4.1.355,R12316,product,G10619
K22708,2.4.1.355,R12872,substrate,n G10610
K22708,2.4.1.355,R12872,substrate,G13173
K22708,2.4.1.355,R12872,product,n G10619
K22708,2.4.1.355,R12872,product,G13176
K01715,4.2.1.17,R03026,substrate,C01144
K01715,4.2.1.17,R03026,product,C00877
K01715,4.2.1.17,R03026,product,C00001
K13566,3.5.1.3,R00269,substrate,C00940
K13566,3.5.1.3,R00269,substrate,C00001
K13566,3.5.1.3,R00269,product,C00026
K13566,3.5.1.3,R00269,product,C00014
K13566,3.5.1.3,R00348,substrate,C02362
K13566,3.5.1.3,R00348,substrate,C00001
K13566,3.5.1.3,R00348,product,C00036
K13566,3.5.1.3,R00348,product,C00014
K03524,6.3.4.15,R01074,substrate,C00002
K03524,6.3.4.15,R01074,substrate,C00120
K03524,6.3.4.15,R01074,product,C00013
K03524,6.3.4.15,R01074,product,C05921
K03524,6.3.4.15,R05145,substrate,C05921
K03524,6.3.4.15,R05145,substrate,C06249
K03524,6.3.4.15,R05145,product,C00020
K03524,6.3.4.15,R05145,product,C06250
K13290,2.6.1.51,R00585,substrate,C00065
K13290,2.6.1.51,R00585,substrate,C00022
K13290,2.6.1.51,R00585,product,C00168
K13290,2.6.1.51,R00585,product,C00041
K00674,2.3.1.117,R04365,substrate,C00091
K00674,2.3.1.117,R04365,substrate,C03972
K00674,2.3.1.117,R04365,substrate,C00001
K00674,2.3.1.117,R04365,product,C00010
K00674,2.3.1.117,R04365,product,C04462
K18800,1.14.13.240,R04987,substrate,C05810
K18800,1.14.13.240,R04987,substrate,C00007
K18800,1.14.13.240,R04987,substrate,C00005
K18800,1.14.13.240,R04987,substrate,C00080
K18800,1.14.13.240,R04987,product,C05811
K18800,1.14.13.240,R04987,product,C00006
K18800,1.14.13.240,R04987,product,C00001
K18800,1.14.13.240,R08768,substrate,C05807
K18800,1.14.13.240,R08768,substrate,C00005
K18800,1.14.13.240,R08768,substrate,C00080
K18800,1.14.13.240,R08768,substrate,C00007
K18800,1.14.13.240,R08768,product,C17551
K18800,1.14.13.240,R08768,product,C00006
K18800,1.14.13.240,R08768,product,C00001
K00554,2.1.1.228,R00597,substrate,C00019
K00554,2.1.1.228,R00597,substrate,C01977
K00554,2.1.1.228,R00597,product,C00021
K00554,2.1.1.228,R00597,product,C04157
K02233,2.7.8.26,R05223,substrate,C00194
K02233,2.7.8.26,R05223,substrate,C00144
K02233,2.7.8.26,R05223,product,C06510
K02233,2.7.8.26,R05223,product,C05775
K02233,2.7.8.26,R11174,substrate,C06510
K02233,2.7.8.26,R11174,substrate,C04778
K02233,2.7.8.26,R11174,product,C00144
K02233,2.7.8.26,R11174,product,C21153
K00496,1.14.15.3,R01347,substrate,C00162
K00496,1.14.15.3,R01347,substrate,C00007
K00496,1.14.15.3,R01347,substrate,C00340
K00496,1.14.15.3,R01347,substrate,C00080
K00496,1.14.15.3,R01347,product,C03547
K00496,1.14.15.3,R01347,product,C00435
K00496,1.14.15.3,R01347,product,C00001
K00496,1.14.15.3,R02281,substrate,C01371
K00496,1.14.15.3,R02281,substrate,C00340
K00496,1.14.15.3,R02281,substrate,C00007
K00496,1.14.15.3,R02281,substrate,C00080
K00496,1.14.15.3,R02281,product,C00435
K00496,1.14.15.3,R02281,product,C00226
K00496,1.14.15.3,R02281,product,C00001
K00496,1.14.15.3,R06945,substrate,C11249
K00496,1.14.15.3,R06945,substrate,C00007
K00496,1.14.15.3,R06945,substrate,C00004
K00496,1.14.15.3,R06945,substrate,C00080
K00496,1.14.15.3,R06945,product,C00854
K00496,1.14.15.3,R06945,product,C00003
K00496,1.14.15.3,R06945,product,C00001
K02783,,R05820,substrate,C04261
K02783,,R05820,substrate,C00794
K02783,,R05820,product,C00615
K02783,,R05820,product,C01096
K22477,2.3.1.1,R00259,substrate,C00024
K22477,2.3.1.1,R00259,substrate,C00025
K22477,2.3.1.1,R00259,product,C00010
K22477,2.3.1.1,R00259,product,C00624
K01449,,R04112,substrate,C02999
K01449,,R04112,substrate,C00001
K01449,,R04112,product,C02713
K01449,,R04112,product,C00041
K01818,5.3.1.25;5.3.1.3,R01577,substrate,C00216
K01818,5.3.1.25;5.3.1.3,R01577,product,C00309
K01818,5.3.1.25;5.3.1.3,R03163,substrate,C01019
K01818,5.3.1.25;5.3.1.3,R03163,product,C01721
K13306,1.1.1.266,R05687,substrate,C07277
K13306,1.1.1.266,R05687,substrate,C00006
K13306,1.1.1.266,R05687,product,C11907
K13306,1.1.1.266,R05687,product,C00005
K13306,1.1.1.266,R05687,product,C00080
K00690,2.4.1.7,R00803,substrate,C00089
K00690,2.4.1.7,R00803,substrate,C00009
K00690,2.4.1.7,R00803,product,C00095
K00690,2.4.1.7,R00803,product,C00103
K00547,2.1.1.10,R00650,substrate,C00019
K00547,2.1.1.10,R00650,substrate,C00155
K00547,2.1.1.10,R00650,product,C00021
K00547,2.1.1.10,R00650,product,C00073
K00547,2.1.1.10,R11063,substrate,C03172
K00547,2.1.1.10,R11063,substrate,C00155
K00547,2.1.1.10,R11063,product,C00073
K10679,1.5.1.34,R08014,substrate,C16391
K10679,1.5.1.34,R08014,substrate,C00005
K10679,1.5.1.34,R08014,substrate,C00080
K10679,1.5.1.34,R08014,product,C16392
K10679,1.5.1.34,R08014,product,C00006
K10679,1.5.1.34,R08014,product,C00001
K10679,1.5.1.34,R08017,substrate,C16391
K10679,1.5.1.34,R08017,substrate,C00004
K10679,1.5.1.34,R08017,substrate,C00080
K10679,1.5.1.34,R08017,product,C16392
K10679,1.5.1.34,R08017,product,C00003
K10679,1.5.1.34,R08017,product,C00001
K10679,1.5.1.34,R08042,substrate,C16391
K10679,1.5.1.34,R08042,substrate,C00004
K10679,1.5.1.34,R08042,substrate,C00080
K10679,1.5.1.34,R08042,product,C16393
K10679,1.5.1.34,R08042,product,C00003
K10679,1.5.1.34,R08042,product,C00001
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R00908,substrate,C00099
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R00908,substrate,C00026
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R00908,product,C00222
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R00908,product,C00025
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R01648,substrate,C00334
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R01648,substrate,C00026
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R01648,product,C00232
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R01648,product,C00025
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R02274,substrate,C00431
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R02274,substrate,C00026
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R02274,product,C03273
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R02274,product,C00025
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R04188,substrate,C03284
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R04188,substrate,C00026
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R04188,product,C06002
K07250,2.6.1.19;2.6.1.22;2.6.1.48,R04188,product,C00025
K13954,1.1.1.1,R00623,substrate,C00226
K13954,1.1.1.1,R00623,substrate,C00003
K13954,1.1.1.1,R00623,product,C00071
K13954,1.1.1.1,R00623,product,C00004
K13954,1.1.1.1,R00623,product,C00080
K13954,1.1.1.1,R00754,substrate,C00469
K13954,1.1.1.1,R00754,substrate,C00003
K13954,1.1.1.1,R00754,product,C00084
K13954,1.1.1.1,R00754,product,C00004
K13954,1.1.1.1,R00754,product,C00080
K13954,1.1.1.1,R04880,substrate,C05576
K13954,1.1.1.1,R04880,substrate,C00003
K13954,1.1.1.1,R04880,product,C05577
K13954,1.1.1.1,R04880,product,C00004
K13954,1.1.1.1,R04880,product,C00080
K13954,1.1.1.1,R05233,substrate,C06611
K13954,1.1.1.1,R05233,substrate,C00003
K13954,1.1.1.1,R05233,product,C06613
K13954,1.1.1.1,R05233,product,C00004
K13954,1.1.1.1,R05233,product,C00080
K13954,1.1.1.1,R05234,substrate,C06612
K13954,1.1.1.1,R05234,substrate,C00003
K13954,1.1.1.1,R05234,product,C16348
K13954,1.1.1.1,R05234,product,C00004
K13954,1.1.1.1,R05234,product,C00080
K13954,1.1.1.1,R06917,substrate,C14089
K13954,1.1.1.1,R06917,substrate,C00003
K13954,1.1.1.1,R06917,product,C14090
K13954,1.1.1.1,R06917,product,C00004
K13954,1.1.1.1,R06917,product,C00080
K13954,1.1.1.1,R06927,substrate,C02909
K13954,1.1.1.1,R06927,substrate,C00003
K13954,1.1.1.1,R06927,product,C14099
K13954,1.1.1.1,R06927,product,C00004
K13954,1.1.1.1,R06927,product,C00080
K00895,2.7.1.90,R00764,substrate,C00013
K00895,2.7.1.90,R00764,substrate,C00085
K00895,2.7.1.90,R00764,product,C00009
K00895,2.7.1.90,R00764,product,C00354
K00895,2.7.1.90,R02073,substrate,C00013
K00895,2.7.1.90,R02073,substrate,C05345
K00895,2.7.1.90,R02073,product,C00009
K00895,2.7.1.90,R02073,product,C05378
K13979,1.1.1.2,R00746,substrate,C00469
K13979,1.1.1.2,R00746,substrate,C00006
K13979,1.1.1.2,R00746,product,C00084
K13979,1.1.1.2,R00746,product,C00005
K13979,1.1.1.2,R00746,product,C00080
K13979,1.1.1.2,R01041,substrate,C00116
K13979,1.1.1.2,R01041,substrate,C00006
K13979,1.1.1.2,R01041,product,C00577
K13979,1.1.1.2,R01041,product,C00005
K13979,1.1.1.2,R01041,product,C00080
K01734,4.2.3.3,R01016,substrate,C00111
K01734,4.2.3.3,R01016,product,C00546
K01734,4.2.3.3,R01016,product,C00009
K00372,,R00798,substrate,C00088
K00372,,R00798,substrate,C00028
K00372,,R00798,substrate,C00001
K00372,,R00798,product,C00244
K00372,,R00798,product,C00030
K00372,,R01106,substrate,C00125
K00372,,R01106,substrate,C00088
K00372,,R01106,substrate,C00001
K00372,,R01106,product,C00244
K00372,,R01106,product,C00126
K00372,,R01106,product,C00080
K18224,1.14.13.227,R10702,substrate,C20783
K18224,1.14.13.227,R10702,substrate,C00004
K18224,1.14.13.227,R10702,substrate,C00080
K18224,1.14.13.227,R10702,substrate,C00007
K18224,1.14.13.227,R10702,product,C01845
K18224,1.14.13.227,R10702,product,C00003
K18224,1.14.13.227,R10702,product,C00001
K16435,4.2.1.159,R05518,substrate,C11907
K16435,4.2.1.159,R05518,product,C06620
K16435,4.2.1.159,R05518,product,C00001
K16435,4.2.1.159,R06428,substrate,C11907
K16435,4.2.1.159,R06428,product,C11930
K16435,4.2.1.159,R06428,product,C00001
K01815,5.3.1.17,R04383,substrate,C04053
K01815,5.3.1.17,R04383,product,C04349
K03825,2.3.1.53,R00693,substrate,C00024
K03825,2.3.1.53,R00693,substrate,C00079
K03825,2.3.1.53,R00693,product,C00010
K03825,2.3.1.53,R00693,product,C03519
K15634,5.4.2.11,R01518,substrate,C00631
K15634,5.4.2.11,R01518,product,C00197
K08311,,R10816,substrate,C20864
K08311,,R10816,substrate,C00001
K08311,,R10816,product,C20863
K08311,,R10816,product,C00013
K14597,,R07544,substrate,C15911
K14597,,R07544,product,C15914
K14597,,R07546,substrate,C15859
K14597,,R07546,product,C15861
K07320,2.1.1.298,R10806,substrate,C02583
K07320,2.1.1.298,R10806,substrate,C00019
K07320,2.1.1.298,R10806,product,C20858
K07320,2.1.1.298,R10806,product,C00021
K05827,6.3.2.43,R09775,substrate,C00956
K05827,6.3.2.43,R09775,substrate,C19885
K05827,6.3.2.43,R09775,substrate,C00002
K05827,6.3.2.43,R09775,product,C19886
K05827,6.3.2.43,R09775,product,C00008
K05827,6.3.2.43,R09775,product,C00009
K05375,,R10880,substrate,C00002
K05375,,R10880,substrate,C12323
K05375,,R10880,substrate,C00062
K05375,,R10880,substrate,C00065
K05375,,R10880,substrate,C00001
K05375,,R10880,product,C00020
K05375,,R10880,product,C00013
K05375,,R10880,product,C17355
K05375,,R10880,product,C20910
K15981,1.14.15.29,R11357,substrate,C00599
K15981,1.14.15.29,R11357,substrate,C00138
K15981,1.14.15.29,R11357,substrate,C00080
K15981,1.14.15.29,R11357,substrate,C00007
K15981,1.14.15.29,R11357,product,C21076
K15981,1.14.15.29,R11357,product,C00139
K15981,1.14.15.29,R11357,product,C00001
K00054,1.1.1.88,R02081,substrate,C00418
K00054,1.1.1.88,R02081,substrate,C00010
K00054,1.1.1.88,R02081,substrate,C00003
K00054,1.1.1.88,R02081,product,C00356
K00054,1.1.1.88,R02081,product,C00004
K00054,1.1.1.88,R02081,product,C00080
K18365,4.1.3.39;4.1.3.43,R00750,substrate,C00084
K18365,4.1.3.39;4.1.3.43,R00750,substrate,C00022
K18365,4.1.3.39;4.1.3.43,R00750,product,C03589
K18365,4.1.3.39;4.1.3.43,R05298,substrate,C00479
K18365,4.1.3.39;4.1.3.43,R05298,substrate,C00022
K18365,4.1.3.39;4.1.3.43,R05298,product,C06762
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,substrate,C04628
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,substrate,C03576
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,substrate,C00876
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,substrate,C00138
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,substrate,C00080
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,product,C04832
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,product,C01080
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11928,product,C00139
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,substrate,C04628
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,substrate,C03576
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,substrate,C00139
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,product,C04832
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,product,C00138
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11931,product,C00080
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,substrate,C04628
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,substrate,C03576
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,substrate,C00138
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,substrate,C00080
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,product,C04832
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,product,C00139
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11943,product,C00282
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,substrate,C04628
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,substrate,C03576
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,substrate,C00138
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,substrate,C00011
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,substrate,C00080
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,product,C04832
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,product,C00139
K03389,1.8.7.3;1.8.98.4;1.8.98.5;1.8.98.6,R11944,product,C00058
K18289,2.8.3.22,R02407,substrate,C00091
K18289,2.8.3.22,R02407,substrate,C00490
K18289,2.8.3.22,R02407,product,C00042
K18289,2.8.3.22,R02407,product,C00531
K18289,2.8.3.22,R03154,substrate,C00091
K18289,2.8.3.22,R03154,substrate,C02614
K18289,2.8.3.22,R03154,product,C00042
K18289,2.8.3.22,R03154,product,C01011
K07516,1.1.1.35,R01975,substrate,C01144
K07516,1.1.1.35,R01975,substrate,C00003
K07516,1.1.1.35,R01975,product,C00332
K07516,1.1.1.35,R01975,product,C00004
K07516,1.1.1.35,R01975,product,C00080
K07516,1.1.1.35,R04737,substrate,C05258
K07516,1.1.1.35,R04737,substrate,C00003
K07516,1.1.1.35,R04737,product,C05259
K07516,1.1.1.35,R04737,product,C00004
K07516,1.1.1.35,R04737,product,C00080
K07516,1.1.1.35,R04739,substrate,C05260
K07516,1.1.1.35,R04739,substrate,C00003
K07516,1.1.1.35,R04739,product,C05261
K07516,1.1.1.35,R04739,product,C00004
K07516,1.1.1.35,R04741,substrate,C05262
K07516,1.1.1.35,R04741,substrate,C00003
K07516,1.1.1.35,R04741,product,C05263
K07516,1.1.1.35,R04741,product,C00004
K07516,1.1.1.35,R04741,product,C00080
K07516,1.1.1.35,R04743,substrate,C05264
K07516,1.1.1.35,R04743,substrate,C00003
K07516,1.1.1.35,R04743,product,C05265
K07516,1.1.1.35,R04743,product,C00004
K07516,1.1.1.35,R04743,product,C00080
K07516,1.1.1.35,R04745,substrate,C05266
K07516,1.1.1.35,R04745,substrate,C00003
K07516,1.1.1.35,R04745,product,C05267
K07516,1.1.1.35,R04745,product,C00004
K07516,1.1.1.35,R04745,product,C00080
K07516,1.1.1.35,R04748,substrate,C05268
K07516,1.1.1.35,R04748,substrate,C00003
K07516,1.1.1.35,R04748,product,C05269
K07516,1.1.1.35,R04748,product,C00004
K07516,1.1.1.35,R04748,product,C00080
K07516,1.1.1.35,R05305,substrate,C06714
K07516,1.1.1.35,R05305,substrate,C00003
K07516,1.1.1.35,R05305,product,C06715
K07516,1.1.1.35,R05305,product,C00004
K07516,1.1.1.35,R05305,product,C00080
K25995,1.3.5.1;7.1.1.12,R02164,substrate,C15602
K25995,1.3.5.1;7.1.1.12,R02164,substrate,C00042
K25995,1.3.5.1;7.1.1.12,R02164,product,C15603
K25995,1.3.5.1;7.1.1.12,R02164,product,C00122
K15778,5.4.2.2;5.4.2.8,R00959,substrate,C00103
K15778,5.4.2.2;5.4.2.8,R00959,product,C00668
K15778,5.4.2.2;5.4.2.8,R01057,substrate,C00620
K15778,5.4.2.2;5.4.2.8,R01057,product,C00117
K15778,5.4.2.2;5.4.2.8,R01818,substrate,C00275
K15778,5.4.2.2;5.4.2.8,R01818,product,C00636
K15778,5.4.2.2;5.4.2.8,R08639,substrate,C00103
K15778,5.4.2.2;5.4.2.8,R08639,product,C00092
K24112,,R12597,substrate,C20885
K24112,,R12597,substrate,C20883
K24112,,R12597,product,C20952
K24112,,R12597,product,C20665
K24112,,R12600,substrate,C22004
K24112,,R12600,substrate,C20883
K24112,,R12600,product,C22069
K24112,,R12600,product,C20665
K24112,,R12601,substrate,C22069
K24112,,R12601,substrate,C20883
K24112,,R12601,product,C22273
K24112,,R12601,product,C20665
K00610,,R01397,substrate,C00169
K00610,,R01397,substrate,C00049
K00610,,R01397,product,C00009
K00610,,R01397,product,C00438
K00468,1.13.12.2,R00449,substrate,C00047
K00468,1.13.12.2,R00449,substrate,C00007
K00468,1.13.12.2,R00449,product,C00990
K00468,1.13.12.2,R00449,product,C00011
K00468,1.13.12.2,R00449,product,C00001
K02588,,R05185,substrate,C00002
K02588,,R05185,substrate,C00697
K02588,,R05185,substrate,C00138
K02588,,R05185,substrate,C00080
K02588,,R05185,substrate,C00001
K02588,,R05185,product,C00009
K02588,,R05185,product,C00008
K02588,,R05185,product,C00139
K02588,,R05185,product,C00014
K02588,,R05185,product,C00282
K02588,,R05496,substrate,C01548
K02588,,R05496,substrate,C00138
K02588,,R05496,substrate,C00080
K02588,,R05496,substrate,C00002
K02588,,R05496,substrate,C00001
K02588,,R05496,product,C06547
K02588,,R05496,product,C00139
K02588,,R05496,product,C00008
K02588,,R05496,product,C00009
K01673,4.2.1.1,R00132,substrate,C01353
K01673,4.2.1.1,R00132,product,C00011
K01673,4.2.1.1,R00132,product,C00001
K01673,4.2.1.1,R10092,substrate,C00288
K01673,4.2.1.1,R10092,substrate,C00080
K01673,4.2.1.1,R10092,product,C00011
K01673,4.2.1.1,R10092,product,C00001
K10212,,R07656,substrate,C16147
K10212,,R07656,product,C16148
K25317,5.1.1.10,R00460,substrate,C00047
K25317,5.1.1.10,R00460,product,C00739
K25317,5.1.1.10,R00567,substrate,C00062
K25317,5.1.1.10,R00567,product,C00792
K25317,5.1.1.10,R00579,substrate,C00064
K25317,5.1.1.10,R00579,product,C00819
K25317,5.1.1.10,R00589,substrate,C00065
K25317,5.1.1.10,R00589,product,C00740
K25317,5.1.1.10,R00672,substrate,C00077
K25317,5.1.1.10,R00672,product,C00515
K25317,5.1.1.10,R00903,substrate,C00097
K25317,5.1.1.10,R00903,product,C00793
K00200,1.2.7.12,R03015,substrate,C01001
K00200,1.2.7.12,R03015,substrate,C00139
K00200,1.2.7.12,R03015,substrate,C00001
K00200,1.2.7.12,R03015,product,C00862
K00200,1.2.7.12,R03015,product,C00138
K00200,1.2.7.12,R03015,product,C00011
K00200,1.2.7.12,R03015,product,C00080
